# Pathway	Apr2015_GCSS01-A_03222016_S29_L004	Apr2015_GCSS01-B_03222016_S30_L004	Apr2015_GCSS01_03222016_S15_L003	Apr2015_GCSS02_03222016_S16_L003	Apr2015_GCSS03_03222016_S17_L003	Apr2015_GCSS04_03222016_S18_L003	Apr2015_GCSS05-A_03222016_S31_L004	Apr2015_GCSS05-B_03222016_S32	Apr2015_GCSS05_03222016_S19	Apr2015_GCSS06_03222016_S20	Apr2015_GCSS07_03222016_S21	Apr2015_GCSS08_03222016_S22	Apr2015_GCSS09_03222016_S23	Apr2015_GCSS10_03222016_S24	Apr2015_GCSS11_03222016_S25	Apr2015_GCSS12_03222016_S26	Apr2015_GCSS13_03222016_S27	Apr2015_GCSS14_03222016_S28	Dec2014_GCSS01_03222016_S1	Dec2014_GCSS02_03222016_S2	Dec2014_GCSS03_03222016_S3	Dec2014_GCSS04_03222016_S4	Dec2014_GCSS05_03222016_S5	Dec2014_GCSS06_03222016_S6	Dec2014_GCSS07_03222016_S7	Dec2014_GCSS08_03222016_S8	Dec2014_GCSS09_03222016_S9	Dec2014_GCSS10_03222016_S10	Dec2014_GCSS11_03222016_S11	Dec2014_GCSS12_03222016_S12	Dec2014_GCSS13_03222016_S13	Dec2014_GCSS14_03222016_S14	merged-0_Abundance	merged-9_Abundance	merged-15_Abundance	merged-16_Abundance	merged-17_Abundance
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	166.603	158.304	153.388	114.436	138.556	130.965	127.057	128.779	135.116	167.46	160.432	180.75	172.162	171.559	139.461	147.12	143.827	134.014	133.241	130.965	123.207	144.38	149.571	153.662	173.34	135.218	136.858	123.947	151.187	145.113	148.573	153.145	180.806	190.125	190.271	218.704	213.242
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	21.4322	21.3817	14.1237	18.9343	18.0464	32.5256	23.586	26.8813	28.5821	31.4289	13.4931	61.0898	30.7176	30.6173	33.0567	22.0579	12.604	20.6353	29.4371	22.6831	15.778	22.5924	26.0816	25.5618	41.3428	35.992	29.811	26.7575	31.1502	30.2732	27.3284	15.7935	38.744	37.5536	36.9265	39.5034	38.875
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	21.4322	21.3817	14.1237	18.9343	18.0464	32.5256	23.586	26.8813	28.5821	31.4289	13.4931	61.0898	30.7176	30.6173	33.0567	22.0579	12.604	20.6353	29.4371	22.6831	15.778	22.5924	26.0816	25.5618	41.3428	35.992	29.811	26.7575	31.1502	30.2732	27.3284	15.7935	38.744	37.5536	36.9265	39.5034	38.875
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	17.6712	19.0494	14.8329	7.45313	18.3188	25.2822	5.2207	6.40072	7.75896	6.46782	19.9955	5.54646	8.03179	7.2354	4.4341	6.52019	9.55055	6.39413	8.44286	9.14865	8.27151	7.16151	7.18321	5.12968	1.324	4.72607	6.37488	2.495	8.59751	6.95177	4.6343	8.61124	9.77631	8.57027	8.09634	8.54266	7.00344
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|unclassified	17.6712	19.0494	14.8329	7.45313	18.3188	25.2822	5.2207	6.40072	7.75896	6.46782	19.9955	5.54646	8.03179	7.2354	4.4341	6.52019	9.55055	6.39413	8.44286	9.14865	8.27151	7.16151	7.18321	5.12968	1.324	4.72607	6.37488	2.495	8.59751	6.95177	4.6343	8.61124	9.77631	8.57027	8.09634	8.54266	7.00344
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	131.519	131.794	129.264	123.472	120.594	107.634	99.0909	112.194	113.874	129.295	126.5	104.852	140.276	135.239	98.9244	124.648	125.321	121.893	137.377	138.667	113.826	122.812	124.187	123.865	119.618	97.4391	117.423	88.2987	109.593	113.654	107.2	130.394	99.8124	93.411	102.057	113.73	107.35
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	131.519	131.794	129.264	123.472	120.594	107.634	99.0909	112.194	113.874	129.295	126.5	104.852	140.276	135.239	98.9244	124.648	125.321	121.893	137.377	138.667	113.826	122.812	124.187	123.865	119.618	97.4391	117.423	88.2987	109.593	113.654	107.2	130.394	99.8124	93.411	102.057	113.73	107.35
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	50.9819	48.428	46.8894	36.2829	52.893	51.0043	30.3608	31.9778	30.1829	39.7481	59.8715	22.2285	51.1947	51.236	37.7079	32.6455	47.2897	43.4065	38.0043	43.2952	35.3296	41.7676	43.5271	37.326	37.0673	32.22	30.853	22.7164	40.1836	36.3754	30.3314	39.015	55.8121	55.6693	59.4233	56.6629	71.589
ARGORNPROST-PWY: arginine, ornithine and proline interconversion|unclassified	50.9819	48.428	46.8894	36.2829	52.893	51.0043	30.3608	31.9778	30.1829	39.7481	59.8715	22.2285	51.1947	51.236	37.7079	32.6455	47.2897	43.4065	38.0043	43.2952	35.3296	41.7676	43.5271	37.326	37.0673	32.22	30.853	22.7164	40.1836	36.3754	30.3314	39.015	55.8121	55.6693	59.4233	56.6629	71.589
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	184.014	174.537	179.672	149.943	160.453	187.513	127.703	135.645	141.529	157.686	201.533	192.348	172.051	175.653	145.07	144.969	147.594	161.326	158.773	159.248	137.724	148.761	140.998	155.693	173.254	151.944	138.095	134.998	163.968	136.36	152.631	150.404	182.681	188.187	189.815	214.616	219.687
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	184.014	174.537	179.672	149.943	160.453	187.513	127.703	135.645	141.529	157.686	201.533	192.348	172.051	175.653	145.07	144.969	147.594	161.326	158.773	159.248	137.724	148.761	140.998	155.693	173.254	151.944	138.095	134.998	163.968	136.36	152.631	150.404	182.681	188.187	189.815	214.616	219.687
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	190.316	180.366	190.548	152.933	169.892	180.067	123.457	135.587	142.499	153.016	206.775	223.959	174.278	176.348	136.745	140.216	158.618	172.235	152.861	160.859	140.374	157.847	145.655	154.277	174.476	143.436	141.469	124.651	162.175	126.269	147.877	160.33	185.695	195.192	195.087	223.121	230.958
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	190.316	180.366	190.548	152.933	169.892	180.067	123.457	135.587	142.499	153.016	206.775	223.959	174.278	176.348	136.745	140.216	158.618	172.235	152.861	160.859	140.374	157.847	145.655	154.277	174.476	143.436	141.469	124.651	162.175	126.269	147.877	160.33	185.695	195.192	195.087	223.121	230.958
ARO-PWY: chorismate biosynthesis I	180.613	171.185	177.133	136.827	151.82	166.91	102.09	110.094	114.935	119.429	192.497	158.474	135.847	132.499	91.6615	112.59	157.149	159.869	131.091	148.357	142.222	134.598	138.053	127.596	123.41	106.761	114.804	88.6079	115.477	100.279	102.493	140.042	132.484	135.488	136.559	158.917	157.323
ARO-PWY: chorismate biosynthesis I|unclassified	180.613	171.185	177.133	136.827	151.82	166.91	102.09	110.094	114.935	119.429	192.497	158.474	135.847	132.499	91.6615	112.59	157.149	159.869	131.091	148.357	142.222	134.598	138.053	127.596	123.41	106.761	114.804	88.6079	115.477	100.279	102.493	140.042	132.484	135.488	136.559	158.917	157.323
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	86.2197	78.3502	87.9149	87.2049	89.2807	49.9228	62.9555	62.9658	70.057	75.6226	73.8142	63.4376	80.23	83.0825	58.4018	67.2506	75.0918	80.2279	82.7928	93.9868	92.6524	69.0519	86.3859	74.6028	70.7223	60.1747	74.2376	58.3536	68.0227	65.2563	66.0613	73.0776	61.5061	66.9747	56.3674	65.6737	58.0235
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	86.2197	78.3502	87.9149	87.2049	89.2807	49.9228	62.9555	62.9658	70.057	75.6226	73.8142	63.4376	80.23	83.0825	58.4018	67.2506	75.0918	80.2279	82.7928	93.9868	92.6524	69.0519	86.3859	74.6028	70.7223	60.1747	74.2376	58.3536	68.0227	65.2563	66.0613	73.0776	61.5061	66.9747	56.3674	65.6737	58.0235
AST-PWY: L-arginine degradation II (AST pathway)	0	0	0	0	0	2.97953	0	0	0	0	2.86244	0	0	0.543868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56523	0.259371	0.62992	0.764655	0.441559
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	0	0	0	0	0	2.97953	0	0	0	0	2.86244	0	0	0.543868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56523	0.259371	0.62992	0.764655	0.441559
BENZCOA-PWY: anaerobic aromatic compound degradation (Thauera aromatica)	2.1267	2.02767	2.56549	0	1.24543	0	1.21753	0	1.41104	0	0	2.53127	1.05128	0	0	0	1.53923	2.83455	0.921054	0	0	1.62895	0	2.045	0	0	1.08512	0	0.949457	0.896045	0.918334	1.63025	0.922788	0.7453	0.516025	0	0
BENZCOA-PWY: anaerobic aromatic compound degradation (Thauera aromatica)|unclassified	2.1267	2.02767	2.56549	0	1.24543	0	1.21753	0	1.41104	0	0	2.53127	1.05128	0	0	0	1.53923	2.83455	0.921054	0	0	1.62895	0	2.045	0	0	1.08512	0	0.949457	0.896045	0.918334	1.63025	0.922788	0.7453	0.516025	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	124.597	112.593	118.765	88.4393	92.4876	87.0104	61.8826	64.5442	75.664	54.158	118.121	92.9057	60.4335	46.2292	36.5058	52.8075	95.6737	95.6827	58.5056	65.2576	70.342	91.451	75.6051	68.7724	38.0546	48.6064	57.5614	39.7983	43.9193	44.6486	46.4703	93.6547	51.4157	49.5065	48.2675	55.1502	43.619
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	124.597	112.593	118.765	88.4393	92.4876	87.0104	61.8826	64.5442	75.664	54.158	118.121	92.9057	60.4335	46.2292	36.5058	52.8075	95.6737	95.6827	58.5056	65.2576	70.342	91.451	75.6051	68.7724	38.0546	48.6064	57.5614	39.7983	43.9193	44.6486	46.4703	93.6547	51.4157	49.5065	48.2675	55.1502	43.619
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	334.662	327.776	333.932	283.875	296.052	309.672	256.048	254.849	262.891	288.183	372.759	344.715	298.733	297.898	261.537	263.2	289.401	302.413	269.967	283.656	267.771	289.04	274.051	289.144	312.269	274.224	256.479	247.216	284.136	251.986	279.365	296.976	273.39	287.238	278.401	314.962	319.997
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	334.662	327.776	333.932	283.875	296.052	309.672	256.048	254.849	262.891	288.183	372.759	344.715	298.733	297.898	261.537	263.2	289.401	302.413	269.967	283.656	267.771	289.04	274.051	289.144	312.269	274.224	256.479	247.216	284.136	251.986	279.365	296.976	273.39	287.238	278.401	314.962	319.997
CALVIN-PWY: Calvin-Benson-Bassham cycle	236.425	225.497	222.782	196.314	209.425	205.578	170.044	168.5	183.443	196.481	257.912	212.901	223.45	240.677	191.625	196.775	191.748	219.412	192.573	193.066	187.667	189.7	184.755	197.312	206.413	184.569	178.22	164.811	211.277	185.262	201.804	202.441	208.238	212.991	212.967	232.247	220.843
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	236.425	225.497	222.782	196.314	209.425	205.578	170.044	168.5	183.443	196.481	257.912	212.901	223.45	240.677	191.625	196.775	191.748	219.412	192.573	193.066	187.667	189.7	184.755	197.312	206.413	184.569	178.22	164.811	211.277	185.262	201.804	202.441	208.238	212.991	212.967	232.247	220.843
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	3.302	4.55662	3.59395	2.65066	4.85931	6.75763	1.69559	2.10481	2.76643	2.82172	4.82622	2.39232	3.33024	4.33293	1.9784	3.08025	1.65071	1.99619	1.94652	3.14518	3.36236	2.31813	2.91988	1.73386	4.46396	4.22539	2.54614	2.82214	3.61799	3.45719	2.64557	3.72294	2.75827	2.94697	2.72159	3.14247	1.88127
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|unclassified	3.302	4.55662	3.59395	2.65066	4.85931	6.75763	1.69559	2.10481	2.76643	2.82172	4.82622	2.39232	3.33024	4.33293	1.9784	3.08025	1.65071	1.99619	1.94652	3.14518	3.36236	2.31813	2.91988	1.73386	4.46396	4.22539	2.54614	2.82214	3.61799	3.45719	2.64557	3.72294	2.75827	2.94697	2.72159	3.14247	1.88127
CENTBENZCOA-PWY: benzoyl-CoA degradation II (anaerobic)	3.68722	3.36035	3.65776	3.04325	2.44091	3.52929	2.11653	1.54541	1.92736	1.03929	2.1754	7.22592	1.11501	0.994058	0	1.00692	2.64892	2.83796	2.11675	2.57036	2.01538	2.34342	2.1021	2.77715	1.41646	0	2.87381	0.966457	1.21979	1.64742	1.32398	3.12105	0.990206	0.722986	0.64243	0.668844	0.518603
CENTBENZCOA-PWY: benzoyl-CoA degradation II (anaerobic)|unclassified	3.68722	3.36035	3.65776	3.04325	2.44091	3.52929	2.11653	1.54541	1.92736	1.03929	2.1754	7.22592	1.11501	0.994058	0	1.00692	2.64892	2.83796	2.11675	2.57036	2.01538	2.34342	2.1021	2.77715	1.41646	0	2.87381	0.966457	1.21979	1.64742	1.32398	3.12105	0.990206	0.722986	0.64243	0.668844	0.518603
CENTFERM-PWY: pyruvate fermentation to butanoate	30.6245	36.3187	29.7202	46.2547	29.6996	1.21873	20.1221	23.1218	26.2384	29.0209	19.2858	33.0831	53.8333	66.5409	33.7466	24.8333	40.4635	29.2953	38.0589	49.2237	47.8482	30.9993	39.2562	34.8762	49.5353	29.9141	32.3011	26.2457	47.5541	28.7363	29.5528	31.2366	40.7563	42.0731	42.3842	48.7119	42.4269
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	30.6245	36.3187	29.7202	46.2547	29.6996	1.21873	20.1221	23.1218	26.2384	29.0209	19.2858	33.0831	53.8333	66.5409	33.7466	24.8333	40.4635	29.2953	38.0589	49.2237	47.8482	30.9993	39.2562	34.8762	49.5353	29.9141	32.3011	26.2457	47.5541	28.7363	29.5528	31.2366	40.7563	42.0731	42.3842	48.7119	42.4269
CHLOROPHYLL-SYN: chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	0	1.31077	0	0	18.7982	2.58049	0	1.65597	2.42961	2.33253	1.21997	3.31817	8.32275	2.64532	0	1.25943	0	2.12948	0	0	0	1.27285	5.26383	4.43013	1.09545	3.12982	3.27886	4.77707	1.83287	4.98321	0	4.57633	4.63682	4.63627	3.82535	2.90334
CHLOROPHYLL-SYN: chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified	0	0	1.31077	0	0	18.7982	2.58049	0	1.65597	2.42961	2.33253	1.21997	3.31817	8.32275	2.64532	0	1.25943	0	2.12948	0	0	0	1.27285	5.26383	4.43013	1.09545	3.12982	3.27886	4.77707	1.83287	4.98321	0	4.57633	4.63682	4.63627	3.82535	2.90334
CITRULBIO-PWY: L-citrulline biosynthesis	162.741	163.96	159.648	153.515	153.616	127.793	126.428	141.313	143.65	158.894	154.597	133.59	179.103	174.258	130.314	155.445	150.938	148.095	164.595	173.467	142.338	150.902	154.233	152.266	155.768	129.369	145.113	117.586	144.163	145.857	140.106	162.014	134.31	129.062	137.235	152.309	145.934
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	162.741	163.96	159.648	153.515	153.616	127.793	126.428	141.313	143.65	158.894	154.597	133.59	179.103	174.258	130.314	155.445	150.938	148.095	164.595	173.467	142.338	150.902	154.233	152.266	155.768	129.369	145.113	117.586	144.163	145.857	140.106	162.014	134.31	129.062	137.235	152.309	145.934
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	135.164	133.674	133.828	101.64	119.13	141.975	100.932	103.734	112.73	124.633	153.125	143.827	137.096	138.114	99.7391	119.389	112.798	125.509	115.076	110.97	102.009	111.526	103.548	120.137	135.694	111.819	109.974	98.3503	125.331	105.065	112.172	108.625	152.022	160.41	165.482	186.454	195.628
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	135.164	133.674	133.828	101.64	119.13	141.975	100.932	103.734	112.73	124.633	153.125	143.827	137.096	138.114	99.7391	119.389	112.798	125.509	115.076	110.97	102.009	111.526	103.548	120.137	135.694	111.819	109.974	98.3503	125.331	105.065	112.172	108.625	152.022	160.41	165.482	186.454	195.628
COA-PWY: coenzyme A biosynthesis I	125.655	125.419	124.484	94.1407	107.62	149.656	89.3509	90.5803	100.376	106.806	146.565	127.373	122.92	121.144	86.7842	104.227	103.801	116.042	103.661	98.903	90.1355	101.874	92.4238	103.194	115.242	100.376	97.9536	87.9122	109.62	90.5768	98.5673	100.692	131.016	137.465	140.253	154.989	169.681
COA-PWY: coenzyme A biosynthesis I|unclassified	125.655	125.419	124.484	94.1407	107.62	149.656	89.3509	90.5803	100.376	106.806	146.565	127.373	122.92	121.144	86.7842	104.227	103.801	116.042	103.661	98.903	90.1355	101.874	92.4238	103.194	115.242	100.376	97.9536	87.9122	109.62	90.5768	98.5673	100.692	131.016	137.465	140.253	154.989	169.681
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	16.0914	15.6789	19.271	17.7447	14.6131	15.6294	10.1968	10.7405	10.7588	24.3862	15.396	25.4794	22.4527	20.5782	9.32975	21.0899	25.5151	23.6389	29.3246	19.6646	16.8542	18.9102	20.7763	22.3728	28.4107	13.3611	18.7031	13.0323	12.0164	17.4993	9.58309	18.8711	21.1148	20.6029	20.0133	20.6848	21.2903
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	16.0914	15.6789	19.271	17.7447	14.6131	15.6294	10.1968	10.7405	10.7588	24.3862	15.396	25.4794	22.4527	20.5782	9.32975	21.0899	25.5151	23.6389	29.3246	19.6646	16.8542	18.9102	20.7763	22.3728	28.4107	13.3611	18.7031	13.0323	12.0164	17.4993	9.58309	18.8711	21.1148	20.6029	20.0133	20.6848	21.2903
CODH-PWY: reductive acetyl coenzyme A pathway	0	0	0	0	0	0	0	0	1.44923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68358	0	1.64122	0	0	2.08511	0	0	0	0	0	0
CODH-PWY: reductive acetyl coenzyme A pathway|unclassified	0	0	0	0	0	0	0	0	1.44923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68358	0	1.64122	0	0	2.08511	0	0	0	0	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	93.531	81.4634	89.1776	71.1558	76.5416	82.7305	49.8625	53.7167	54.7951	57.0328	107.431	71.3738	66.8262	69.9315	44.3414	55.7894	76.2171	74.6633	66.2336	68.6554	70.4054	68.7378	66.172	64.2432	56.0023	43.2362	50.2459	39.9513	57.066	49.9538	45.5054	65.5965	58.1292	59.8265	53.8668	60.3458	55.7283
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	93.531	81.4634	89.1776	71.1558	76.5416	82.7305	49.8625	53.7167	54.7951	57.0328	107.431	71.3738	66.8262	69.9315	44.3414	55.7894	76.2171	74.6633	66.2336	68.6554	70.4054	68.7378	66.172	64.2432	56.0023	43.2362	50.2459	39.9513	57.066	49.9538	45.5054	65.5965	58.1292	59.8265	53.8668	60.3458	55.7283
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	189.513	179.589	186.305	143.573	159.005	175.36	108.548	116.127	121.389	126.31	203.042	167.684	142.405	138.459	97.1985	119.134	164.66	167.748	137.191	155.562	148.517	141.812	144.477	134.712	130.015	113.128	121.199	94.2818	121.149	105.596	108.741	147.307	136.599	139.655	140.461	162.784	160.424
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	189.513	179.589	186.305	143.573	159.005	175.36	108.548	116.127	121.389	126.31	203.042	167.684	142.405	138.459	97.1985	119.134	164.66	167.748	137.191	155.562	148.517	141.812	144.477	134.712	130.015	113.128	121.199	94.2818	121.149	105.596	108.741	147.307	136.599	139.655	140.461	162.784	160.424
CRNFORCAT-PWY: creatinine degradation I	25.7553	25.1692	24.6768	17.1281	18.9979	44.2798	12.5473	15.3238	17.6335	11.1639	28.6836	13.3057	12.0339	14.4441	11.2444	14.6696	17.5532	21.4853	13.7283	12.7147	11.6003	15.5517	13.6822	12.0761	6.25635	11.1546	9.35429	9.2698	16.6661	8.78709	12.4776	16.9197	13.9748	9.58111	11.3407	9.88215	9.51298
CRNFORCAT-PWY: creatinine degradation I|unclassified	25.7553	25.1692	24.6768	17.1281	18.9979	44.2798	12.5473	15.3238	17.6335	11.1639	28.6836	13.3057	12.0339	14.4441	11.2444	14.6696	17.5532	21.4853	13.7283	12.7147	11.6003	15.5517	13.6822	12.0761	6.25635	11.1546	9.35429	9.2698	16.6661	8.78709	12.4776	16.9197	13.9748	9.58111	11.3407	9.88215	9.51298
DAPLYSINESYN-PWY: L-lysine biosynthesis I	155.134	149.46	155.225	111.203	138.589	143.47	94.4293	98.9278	104.756	99.3335	177.241	132.677	106.065	107.877	88.8624	93.6994	124.357	134.367	99.9307	106.058	104.236	124.51	100.674	94.1815	78.6652	79.095	88.5278	65.3797	98.7664	83.4319	93.6843	121.521	109.04	109.015	115.077	130.636	123.1
